,customer,state,customer lifetime value,education,gender,income,monthly premium auto,number of open complaints,policy type,total claim amount,vehicle class
6110,UY95661,California,4971,Master,M,49161,63,2,Personal Auto,171,Two-Door Car
6111,OS84395,Nevada,7611,Bachelor,M,90252,95,0,Corporate Auto,122,Four-Door Car
6112,JS53793,Arizona,2422,Doctor,F,25036,61,1,Corporate Auto,292,Four-Door Car
6113,BV25135,California,4647,Bachelor,M,28314,121,0,Personal Auto,580,SUV
6114,AF17671,Washington,7765,Bachelor,F,56337,97,0,Personal Auto,465,Four-Door Car
6115,AY30324,Oregon,6189,Bachelor,F,99074,77,1,Special Auto,208,Two-Door Car
6116,XE17270,California,3520,High School or Below,M,31708,94,1,Personal Auto,451,Two-Door Car
6117,LS46182,Nevada,2678,Bachelor,M,0,83,1,Personal Auto,398,Four-Door Car
6118,LH33181,Arizona,6274,Bachelor,M,0,67,1,Personal Auto,431,Four-Door Car
6119,AT84725,Washington,4650,College,M,28215,65,0,Personal Auto,468,Two-Door Car
6120,TP33286,Washington,12010,High School or Below,M,0,119,0,Corporate Auto,856,Four-Door Car
6121,YB79192,California,10193,Bachelor,F,21119,128,0,Personal Auto,614,SUV
6122,SC43870,California,15862,Bachelor,M,0,66,0,Corporate Auto,475,Four-Door Car
6123,OO72857,Oregon,17254,Bachelor,M,0,69,1,Personal Auto,331,Four-Door Car
6124,MO38559,Arizona,5294,Doctor,F,0,70,0,Personal Auto,20,Four-Door Car
6125,RL65736,Oregon,6274,High School or Below,F,13662,85,0,Personal Auto,408,Four-Door Car
6126,ID30085,Arizona,8007,High School or Below,F,0,112,0,Personal Auto,537,Sports Car
6127,CO68055,Oregon,30966,Bachelor,M,0,109,0,Personal Auto,691,SUV
6128,NX37589,Washington,2666,Bachelor,F,79251,67,1,Personal Auto,321,Four-Door Car
6129,BX88206,Nevada,18572,High School or Below,F,51294,116,0,Corporate Auto,113,SUV
6130,AA30683,California,6595,Bachelor,M,0,105,2,Personal Auto,847,Four-Door Car
6131,BD13927,California,2243,High School or Below,F,0,62,0,Personal Auto,675,Two-Door Car
6132,SJ71233,California,7423,College,F,0,107,0,Personal Auto,513,SUV
6133,WK52692,Oregon,4627,College,F,29124,129,4,Personal Auto,619,SUV
6134,OG67387,California,4413,College,M,0,65,0,Personal Auto,312,Four-Door Car
6135,XR99310,California,3163,College,M,97266,79,0,Special Auto,546,Two-Door Car
6136,GU84478,Oregon,4908,High School or Below,M,48207,63,2,Personal Auto,164,Four-Door Car
6137,ZX29705,California,7850,College,F,0,69,0,Corporate Auto,331,Four-Door Car
6138,WN67367,California,3210,Bachelor,F,0,88,0,Personal Auto,325,Four-Door Car
6139,QN67807,Arizona,5387,Bachelor,M,97316,67,0,Personal Auto,309,Two-Door Car
6140,AU77281,Oregon,2472,College,F,63860,62,0,Personal Auto,208,Four-Door Car
6141,DN46994,California,5403,Bachelor,F,72633,67,0,Personal Auto,155,Four-Door Car
6142,OW97322,Oregon,31410,Bachelor,M,28013,266,0,Personal Auto,1276,Luxury Car
6143,ZC97171,Arizona,7627,High School or Below,F,60479,96,0,Personal Auto,85,Four-Door Car
6144,NG69817,California,7540,Bachelor,F,0,68,0,Personal Auto,519,Two-Door Car
6145,BS95225,California,2617,College,M,14151,72,1,Personal Auto,345,Four-Door Car
6146,AE93522,Washington,7212,Bachelor,M,75891,61,0,Corporate Auto,61,Two-Door Car
6147,LP15901,Nevada,6671,Bachelor,M,0,183,0,Personal Auto,1317,Luxury SUV
6148,FB95495,California,5677,College,M,53078,73,0,Personal Auto,764,Four-Door Car
6149,PE59735,Oregon,22952,High School or Below,F,20031,86,0,Personal Auto,109,Four-Door Car
6150,WR73970,Arizona,2960,Bachelor,M,92070,74,0,Corporate Auto,368,Four-Door Car
6151,JD15492,Oregon,2446,High School or Below,F,44509,61,0,Personal Auto,226,Four-Door Car
6152,OF46381,California,7659,High School or Below,M,0,73,0,Personal Auto,525,Two-Door Car
6153,GP85044,Arizona,4533,Bachelor,M,91967,113,0,Special Auto,156,SUV
6154,OO64005,Oregon,2355,Bachelor,F,0,63,0,Personal Auto,302,Four-Door Car
6155,VB42222,Nevada,14316,Bachelor,F,97379,119,0,Personal Auto,354,Four-Door Car
6156,ZR79373,Arizona,10179,Bachelor,F,14290,271,0,Personal Auto,1300,Luxury SUV
6157,KH12081,Arizona,8129,High School or Below,F,0,119,1,Personal Auto,729,SUV
6158,WV64743,Washington,13272,High School or Below,M,0,194,0,Personal Auto,1396,Luxury Car
6159,ZT58755,Oregon,17817,High School or Below,F,0,68,0,Personal Auto,256,Four-Door Car
6160,WX52894,Nevada,25002,College,M,21927,71,0,Personal Auto,128,Four-Door Car
6161,EO51920,Oregon,19955,High School or Below,F,69096,99,0,Corporate Auto,64,Four-Door Car
6162,AQ34238,Oregon,4606,Bachelor,M,0,72,2,Corporate Auto,518,Four-Door Car
6163,EI10204,Oregon,15114,High School or Below,F,28513,100,1,Personal Auto,480,SUV
6164,GY23881,Oregon,4782,High School or Below,M,81687,61,0,Personal Auto,292,Four-Door Car
6165,FL59259,Nevada,6317,High School or Below,F,13792,87,2,Personal Auto,620,Four-Door Car
6166,RN45606,Nevada,16224,High School or Below,F,32184,136,1,Personal Auto,266,SUV
6167,OJ64812,Washington,9585,Bachelor,M,26432,88,3,Personal Auto,422,Four-Door Car
6168,AK11669,Arizona,10130,Doctor,F,59232,85,0,Corporate Auto,408,Two-Door Car
6169,EM53324,Oregon,7343,College,F,0,72,3,Personal Auto,345,Four-Door Car
6170,JE99638,Arizona,7699,Bachelor,M,23577,68,0,Personal Auto,91,Four-Door Car
6171,LR69185,Nevada,5739,College,M,0,80,0,Personal Auto,848,Four-Door Car
6172,AS55478,Oregon,3874,Bachelor,M,26670,98,0,Corporate Auto,541,Four-Door Car
6173,OB52091,Washington,8112,Bachelor,M,87403,68,0,Personal Auto,456,Four-Door Car
6174,AM28777,Oregon,2707,College,F,51455,67,0,Personal Auto,11,Four-Door Car
6175,AQ70385,Oregon,5686,High School or Below,M,30242,72,0,Personal Auto,48,Four-Door Car
6176,FL22732,Oregon,7381,Bachelor,M,64311,62,0,Personal Auto,157,Four-Door Car
6177,JD75068,Oregon,2724,College,F,0,70,0,Corporate Auto,405,Four-Door Car
6178,MM70762,Arizona,9075,Master,M,37722,116,0,Personal Auto,158,Sports Car
6179,JT46803,Oregon,2756,Bachelor,F,42336,69,0,Personal Auto,25,Four-Door Car
6180,VO25938,Oregon,8382,Bachelor,M,25998,71,0,Personal Auto,791,Four-Door Car
6181,FP31685,Oregon,7868,Bachelor,F,24887,68,0,Personal Auto,326,Four-Door Car
6182,LP69867,Oregon,2851,High School or Below,M,0,82,0,Personal Auto,590,Four-Door Car
6183,BX88330,Washington,7615,College,F,90918,64,0,Personal Auto,163,Four-Door Car
6184,QQ86648,Oregon,5658,High School or Below,M,78834,72,2,Personal Auto,345,Two-Door Car
6185,VE80757,Oregon,4307,Bachelor,M,0,62,0,Personal Auto,434,Two-Door Car
6186,BE69929,Arizona,4820,College,F,27872,61,0,Personal Auto,186,Two-Door Car
6187,BM31989,Arizona,8754,College,M,24012,112,1,Personal Auto,82,Four-Door Car
6188,HW27766,Arizona,7259,College,M,16367,94,0,Personal Auto,515,Four-Door Car
6189,BC90645,California,2675,Master,F,55479,68,1,Personal Auto,117,Four-Door Car
6190,GC36679,Oregon,3305,High School or Below,M,40778,86,0,Personal Auto,412,Four-Door Car
6191,VI74176,Arizona,8984,High School or Below,M,0,137,3,Personal Auto,1532,SUV
6192,BX24569,California,3567,Bachelor,M,0,102,0,Personal Auto,660,SUV
6193,DR32525,Arizona,23747,College,M,0,96,4,Personal Auto,460,Four-Door Car
6194,CP76842,Nevada,3352,College,F,95438,83,0,Corporate Auto,99,Two-Door Car
6195,IH20118,Oregon,5169,High School or Below,M,12430,73,0,Personal Auto,350,Four-Door Car
6196,DA20472,California,8564,High School or Below,M,95697,107,0,Personal Auto,178,Sports Car
6197,DN67273,Oregon,8028,High School or Below,F,0,74,0,Personal Auto,532,Two-Door Car
6198,ZZ20738,California,9000,High School or Below,F,28108,114,0,Personal Auto,547,Sports Car
6199,AS18084,California,11638,College,F,25370,102,0,Personal Auto,489,Sports Car
6200,FY21364,California,7376,Bachelor,M,0,105,0,Corporate Auto,756,SUV
6201,LL73047,California,7892,High School or Below,F,28672,71,0,Personal Auto,340,Four-Door Car
6202,CG15505,California,19160,Master,F,22705,239,0,Personal Auto,1294,Luxury SUV
6203,ZZ22047,Washington,5548,Bachelor,M,67798,69,0,Corporate Auto,331,Four-Door Car
6204,NG56399,Arizona,8319,High School or Below,M,61367,70,0,Personal Auto,498,Two-Door Car
6205,MD45928,Arizona,13770,High School or Below,F,59207,116,0,Personal Auto,556,Four-Door Car
6206,OV29928,Washington,5225,College,F,67423,65,0,Corporate Auto,293,Four-Door Car
6207,OR28030,California,16979,Bachelor,M,35095,73,0,Corporate Auto,525,Two-Door Car
6208,LO48748,Oregon,7485,Master,F,26380,96,0,Personal Auto,177,Four-Door Car
6209,FX95323,Oregon,2639,College,M,88731,66,0,Personal Auto,148,Four-Door Car
6210,AG85127,Oregon,8085,Bachelor,M,61409,68,0,Special Auto,264,Four-Door Car
6211,JN33628,California,12316,Bachelor,M,0,167,0,Personal Auto,1985,SUV
6212,QU69375,Nevada,5568,High School or Below,M,0,79,1,Corporate Auto,407,Two-Door Car
6213,FM37864,California,3571,Bachelor,F,74931,89,0,Personal Auto,230,Two-Door Car
6214,IL23615,Oregon,3350,College,M,74770,86,0,Personal Auto,412,Four-Door Car
6215,FZ44411,Arizona,2716,Bachelor,M,0,95,5,Corporate Auto,619,Four-Door Car
6216,JE32215,California,38887,Bachelor,F,44299,107,0,Personal Auto,180,Two-Door Car
6217,FQ88964,Arizona,2272,College,M,0,71,1,Personal Auto,390,Two-Door Car
6218,WW22291,California,2849,Master,M,63326,72,0,Personal Auto,361,Four-Door Car
6219,EV39637,Oregon,5328,High School or Below,F,0,73,0,Personal Auto,794,Four-Door Car
6220,TG36139,California,4679,High School or Below,F,21720,128,0,Corporate Auto,837,SUV
6221,XN25550,Oregon,5345,College,M,55571,135,0,Personal Auto,904,SUV
6222,NG94966,California,2437,College,M,34759,61,0,Personal Auto,302,Four-Door Car
6223,AD28349,Arizona,4637,High School or Below,M,0,68,0,Personal Auto,352,Four-Door Car
6224,VZ56705,Oregon,8804,Bachelor,M,38638,74,0,Personal Auto,355,Four-Door Car
6225,TQ82322,California,2438,Bachelor,F,80927,62,0,Personal Auto,211,Two-Door Car
6226,CB77819,California,4736,High School or Below,M,0,65,0,Personal Auto,585,Two-Door Car
6227,VG68427,Arizona,5608,High School or Below,M,81914,70,0,Corporate Auto,198,Four-Door Car
6228,WO42164,Oregon,6465,High School or Below,M,0,92,0,Personal Auto,662,Four-Door Car
6229,NL87371,Oregon,2435,Bachelor,M,0,72,0,Personal Auto,345,Two-Door Car
6230,QW24080,Oregon,2111,College,F,0,74,4,Personal Auto,369,Four-Door Car
6231,ZL53118,Arizona,2347,High School or Below,M,0,69,1,Personal Auto,757,Four-Door Car
6232,GT19025,Oregon,3636,Bachelor,F,25407,98,0,Personal Auto,284,Four-Door Car
6233,VN44400,California,5692,College,F,86073,70,0,Personal Auto,291,Two-Door Car
6234,JF45126,Nevada,4041,Bachelor,M,23818,104,1,Personal Auto,499,SUV
6235,SW94040,Oregon,7756,College,F,21326,99,0,Personal Auto,632,Four-Door Car
6236,XI36396,California,3151,Bachelor,M,18486,86,0,Personal Auto,412,Four-Door Car
6237,CL38926,Oregon,7198,Bachelor,M,10458,102,0,Corporate Auto,489,SUV
6238,CU10179,California,5263,College,F,82528,131,0,Personal Auto,258,Sports Car
6239,BK57087,California,4347,College,F,38223,112,2,Personal Auto,537,SUV
6240,LF94282,Nevada,2884,Bachelor,M,63438,72,0,Personal Auto,36,Two-Door Car
6241,BO46265,Oregon,6906,College,M,13432,92,0,Personal Auto,610,Four-Door Car
6242,VJ45879,California,4450,Bachelor,M,26848,114,0,Personal Auto,100,Two-Door Car
6243,FR12423,Oregon,24127,Bachelor,M,14072,71,0,Personal Auto,511,Four-Door Car
6244,IY87065,California,5246,Bachelor,F,28909,66,0,Corporate Auto,456,Two-Door Car
6245,LR49944,Nevada,2744,Doctor,F,35159,68,0,Personal Auto,150,Two-Door Car
6246,LU40443,Oregon,5543,Master,M,64255,70,0,Personal Auto,193,Four-Door Car
6247,HN54181,California,6013,College,F,0,84,0,Personal Auto,604,Four-Door Car
6248,GC52187,Nevada,3650,College,F,88842,90,0,Personal Auto,350,Two-Door Car
6249,FH22095,California,2520,College,M,39377,64,0,Corporate Auto,307,Two-Door Car
6250,KY55245,California,5169,High School or Below,M,12430,73,0,Personal Auto,350,Four-Door Car
6251,ST43920,Arizona,2395,Doctor,F,21986,63,0,Personal Auto,333,Two-Door Car
6252,GG84614,Oregon,3031,High School or Below,F,27435,76,0,Personal Auto,455,Two-Door Car
6253,JW94491,California,11790,College,M,25251,66,0,Personal Auto,316,Four-Door Car
6254,EW51866,Arizona,6755,College,F,29881,85,0,Personal Auto,17,Four-Door Car
6255,KU13616,California,11315,Bachelor,F,11885,101,0,Personal Auto,484,Four-Door Car
6256,CB15842,California,8207,High School or Below,M,40420,104,0,Special Auto,499,SUV
6257,RN66968,California,5332,High School or Below,M,74837,66,0,Personal Auto,376,Four-Door Car
6258,IQ30108,Oregon,3087,High School or Below,M,67591,77,0,Special Auto,198,Four-Door Car
6259,VB23257,Oregon,4652,Bachelor,M,47590,119,0,Special Auto,121,SUV
6260,CV13878,California,2489,High School or Below,F,75474,62,0,Personal Auto,297,Two-Door Car
6261,FD14790,Oregon,18196,Bachelor,M,57177,92,0,Personal Auto,441,Four-Door Car
6262,VZ61940,Nevada,2668,Doctor,F,52344,66,0,Personal Auto,182,Four-Door Car
6263,PX66705,California,8257,High School or Below,F,20072,70,0,Personal Auto,487,Four-Door Car
6264,XG66314,California,12465,College,M,33604,105,0,Personal Auto,357,SUV
6265,ZM40672,Oregon,6743,Master,F,0,61,0,Corporate Auto,292,Two-Door Car
6266,VF21523,Nevada,2883,High School or Below,F,37741,74,0,Corporate Auto,355,Two-Door Car
6267,OM50417,Arizona,29973,Bachelor,F,48471,83,1,Personal Auto,208,Four-Door Car
6268,SO54368,Oregon,4686,College,M,58089,118,0,Personal Auto,566,SUV
6269,XZ62430,Arizona,6057,Bachelor,M,27681,83,0,Personal Auto,398,Two-Door Car
6270,RZ51338,Arizona,6895,Bachelor,M,28992,74,4,Personal Auto,355,Four-Door Car
6271,NV13794,Nevada,9549,High School or Below,F,55986,119,0,Personal Auto,388,SUV
6272,JB23570,California,10593,College,M,94042,132,0,Corporate Auto,633,SUV
6273,MH24522,California,7735,College,M,0,101,0,Personal Auto,563,Sports Car
6274,TD78032,Washington,2306,High School or Below,M,0,67,0,Corporate Auto,482,Four-Door Car
6275,WW41496,Nevada,31234,Bachelor,F,70164,88,0,Personal Auto,375,Two-Door Car
6276,IF32545,Nevada,5096,Master,F,22886,65,0,Corporate Auto,312,Four-Door Car
6277,HF72557,Washington,3226,Bachelor,M,19948,89,0,Personal Auto,427,Four-Door Car
6278,MD41042,Arizona,5896,College,F,39293,74,0,Personal Auto,352,Two-Door Car
6279,UP31333,Washington,13869,College,M,28432,118,0,Corporate Auto,612,SUV
6280,UC35517,Oregon,18532,College,M,0,70,0,Corporate Auto,504,Four-Door Car
6281,HS89788,Arizona,7716,High School or Below,F,0,107,0,Personal Auto,1166,Sports Car
6282,SG82836,Oregon,6439,High School or Below,M,47412,81,0,Personal Auto,421,Two-Door Car
6283,VM50666,California,9718,Doctor,M,0,65,0,Special Auto,312,Four-Door Car
6284,MD70513,Washington,12759,College,M,68351,107,0,Personal Auto,725,SUV
6285,YX96463,Oregon,5926,Bachelor,F,58733,74,0,Corporate Auto,355,Four-Door Car
6286,LH38387,Nevada,11389,Bachelor,F,58187,95,0,Personal Auto,76,Two-Door Car
6287,BY59578,California,3497,College,M,63189,88,0,Personal Auto,569,Four-Door Car
6288,RN12107,Oregon,9476,High School or Below,F,0,254,0,Corporate Auto,1828,Luxury Car
6289,MZ84108,Arizona,9853,Bachelor,M,44006,130,0,Personal Auto,494,Sports Car
6290,JG68387,Nevada,8099,Bachelor,F,60932,101,0,Corporate Auto,484,SUV
6291,AQ94108,Oregon,8507,College,F,56704,71,0,Corporate Auto,84,Four-Door Car
6292,NE85389,Oregon,23903,High School or Below,F,0,74,1,Personal Auto,355,Four-Door Car
6293,JQ35849,California,5360,High School or Below,M,24254,68,0,Personal Auto,326,Four-Door Car
6294,QU93024,California,29706,Bachelor,M,0,128,0,Personal Auto,1345,SUV
6295,EQ90867,Oregon,5431,College,M,57125,68,0,Corporate Auto,326,Four-Door Car
6296,PG67485,Nevada,9048,High School or Below,M,0,119,0,Personal Auto,571,Sports Car
6297,OX62244,California,4359,Bachelor,M,0,64,0,Personal Auto,307,Four-Door Car
6298,MW98508,Oregon,2889,College,F,72075,73,2,Special Auto,22,Four-Door Car
6299,MM50888,Arizona,3056,High School or Below,F,34317,78,2,Personal Auto,263,Two-Door Car
6300,QZ19741,Oregon,13815,College,F,96745,179,5,Personal Auto,859,SUV
6301,ET10831,Oregon,5116,College,M,95427,65,0,Personal Auto,442,Four-Door Car
6302,OL72669,Arizona,10033,Bachelor,M,0,146,0,Corporate Auto,1404,SUV
6303,BM46418,Nevada,2772,College,M,30606,71,0,Personal Auto,253,Two-Door Car
6304,VD78722,Oregon,2647,College,M,37876,69,0,Personal Auto,300,Four-Door Car
6305,FL69981,California,4038,Bachelor,F,0,110,0,Personal Auto,528,SUV
6306,EG10175,California,7781,Master,F,57474,97,0,Personal Auto,280,Two-Door Car
6307,WS60888,California,16473,Bachelor,M,22828,106,0,Personal Auto,508,SUV
6308,LM58227,Oregon,5285,High School or Below,F,65096,67,3,Personal Auto,321,Four-Door Car
6309,IK49861,Oregon,3107,Bachelor,M,0,88,0,Personal Auto,87,Two-Door Car
6310,RM87465,Arizona,5780,High School or Below,M,51066,74,0,Personal Auto,787,Four-Door Car
6311,BY75330,California,26939,Bachelor,M,96866,113,1,Personal Auto,377,SUV
6312,CF41619,Nevada,2329,College,M,20934,61,1,Personal Auto,292,Four-Door Car
6313,ZZ54454,Nevada,4589,Master,M,32510,119,0,Personal Auto,571,Two-Door Car
6314,CU84967,California,4428,High School or Below,F,58577,110,0,Personal Auto,303,SUV
6315,UR56056,Oregon,10881,Bachelor,M,73268,137,0,Personal Auto,41,SUV
6316,VN30344,California,5412,College,M,0,80,0,Personal Auto,576,Four-Door Car
6317,YE67531,Oregon,8382,High School or Below,M,19683,117,1,Personal Auto,561,Sports Car
6318,EW67348,Nevada,4834,College,F,38713,66,4,Personal Auto,316,Four-Door Car
6319,PD69398,Washington,21710,College,M,62370,94,2,Corporate Auto,32,Four-Door Car
6320,YT43943,California,2430,High School or Below,F,28476,62,0,Personal Auto,297,Four-Door Car
6321,ON74557,California,14651,Bachelor,M,74915,122,0,Personal Auto,393,SUV
6322,JL52508,Oregon,5073,Doctor,M,57709,125,0,Personal Auto,600,SUV
6323,UI62725,Oregon,5520,Bachelor,M,94676,69,0,Corporate Auto,331,Four-Door Car
6324,LO75919,Arizona,6008,Bachelor,M,43543,76,0,Personal Auto,339,Two-Door Car
6325,SM62247,Nevada,24543,High School or Below,F,68297,212,3,Corporate Auto,1272,Luxury Car
6326,AF20716,Oregon,2429,Bachelor,M,74241,61,0,Personal Auto,138,Two-Door Car
6327,LQ22609,Arizona,3452,College,F,61385,86,0,Personal Auto,199,Four-Door Car
6328,ZP80265,Oregon,4109,Bachelor,M,0,62,0,Personal Auto,446,Two-Door Car
6329,BO87401,Nevada,8714,College,F,0,118,0,Personal Auto,566,SUV
6330,SX20211,Oregon,8110,College,M,52548,101,0,Personal Auto,587,Four-Door Car
6331,EK61334,California,3669,Bachelor,F,0,95,0,Personal Auto,429,Four-Door Car
6332,QJ49871,Oregon,3893,College,M,26605,100,0,Personal Auto,933,SUV
6333,OO65445,Oregon,2496,Bachelor,F,0,67,0,Personal Auto,181,Four-Door Car
6334,WP55297,Washington,4629,Bachelor,M,0,70,0,Personal Auto,754,Four-Door Car
6335,WY12393,Washington,17684,High School or Below,F,82667,64,1,Special Auto,307,Two-Door Car
6336,JF32940,Oregon,15663,Bachelor,F,31789,130,0,Personal Auto,316,SUV
6337,WX84274,Oregon,4940,Bachelor,F,0,71,0,Corporate Auto,551,Four-Door Car
6338,CW85845,California,2754,High School or Below,F,25151,69,0,Corporate Auto,318,Four-Door Car
6339,IO57824,Arizona,2953,Bachelor,M,0,87,2,Personal Auto,414,Four-Door Car
6340,AX86552,California,6198,College,M,24053,87,1,Personal Auto,624,Four-Door Car
6341,LM84078,Oregon,12176,College,M,0,117,0,Personal Auto,1373,SUV
6342,GG87344,Oregon,4035,College,F,55407,101,1,Personal Auto,275,SUV
6343,LA35379,Oregon,2954,Master,F,62461,73,0,Personal Auto,129,Four-Door Car
6344,EZ43738,California,5204,Bachelor,F,29406,68,0,Personal Auto,326,Four-Door Car
6345,DF49110,Oregon,8100,Doctor,M,89420,67,0,Personal Auto,212,Four-Door Car
6346,IL32727,California,4443,High School or Below,F,0,121,0,Personal Auto,644,SUV
6347,QV55524,Washington,7503,College,M,52464,95,0,Personal Auto,515,Four-Door Car
6348,EB55390,Oregon,2548,Master,F,43731,64,2,Special Auto,162,Four-Door Car
6349,KB54415,Arizona,2473,High School or Below,M,13449,68,0,Personal Auto,326,Four-Door Car
6350,PG14554,Arizona,32777,Bachelor,M,0,115,0,Personal Auto,552,SUV
6351,QI63521,Nevada,19228,High School or Below,M,0,187,0,Personal Auto,897,Luxury SUV
6352,DC85335,Oregon,4538,College,M,49821,61,4,Personal Auto,333,Four-Door Car
6353,SR26762,California,7663,Bachelor,F,34837,63,0,Personal Auto,72,Four-Door Car
6354,UH86550,Oregon,4177,College,F,44222,104,0,Personal Auto,413,Four-Door Car
6355,ON72594,California,11776,Master,F,58881,97,0,Personal Auto,354,Four-Door Car
6356,LE28486,Oregon,3996,College,F,46210,100,0,Personal Auto,46,SUV
6357,EJ86526,Oregon,5490,Bachelor,F,49480,70,1,Corporate Auto,72,Four-Door Car
6358,DQ92905,Arizona,12989,Bachelor,M,0,65,0,Personal Auto,312,Four-Door Car
6359,JL25091,California,4599,Bachelor,M,79284,117,1,Special Auto,156,Four-Door Car
6360,HP42153,Washington,2351,High School or Below,F,12928,64,0,Personal Auto,307,Four-Door Car
6361,OQ27893,Oregon,2903,High School or Below,M,20510,74,0,Personal Auto,355,Two-Door Car
6362,PB31909,California,3807,College,M,0,115,0,Corporate Auto,828,Four-Door Car
6363,AL43715,Nevada,8310,Master,M,67541,104,0,Personal Auto,203,Four-Door Car
6364,YA70612,Oregon,8962,Bachelor,M,97924,74,0,Personal Auto,355,Two-Door Car
6365,LO37570,Arizona,12157,High School or Below,M,40432,77,0,Personal Auto,369,Four-Door Car
6366,XC83045,Nevada,16460,Bachelor,M,16869,222,0,Personal Auto,1065,Luxury SUV
6367,NC47038,Arizona,8788,High School or Below,M,91171,110,0,Personal Auto,771,SUV
6368,DS31990,Oregon,5093,High School or Below,M,0,71,0,Personal Auto,150,Two-Door Car
6369,CR99369,Arizona,5377,High School or Below,M,34528,69,2,Corporate Auto,183,Four-Door Car
6370,RE68901,Washington,5635,College,F,20303,71,0,Corporate Auto,340,Four-Door Car
6371,VQ97965,Oregon,3514,Bachelor,F,73643,89,0,Corporate Auto,147,Four-Door Car
6372,ZK83518,California,4386,College,M,10621,67,0,Personal Auto,321,Four-Door Car
6373,EJ77557,California,7294,High School or Below,M,76407,91,0,Personal Auto,436,Four-Door Car
6374,QJ62033,Arizona,2415,High School or Below,M,0,71,0,Personal Auto,511,Four-Door Car
6375,OH23652,Oregon,4693,Bachelor,F,26607,122,0,Personal Auto,585,SUV
6376,NE51159,Oregon,7481,College,M,61783,94,0,Personal Auto,658,Four-Door Car
6377,GU56606,Nevada,5953,Bachelor,M,20283,77,0,Personal Auto,369,Two-Door Car
6378,HR28499,California,3890,Bachelor,M,43578,98,0,Personal Auto,105,Two-Door Car
6379,VK92827,California,5352,Bachelor,M,93606,67,0,Personal Auto,321,Four-Door Car
6380,DZ85842,California,8105,High School or Below,M,17920,72,0,Personal Auto,424,Four-Door Car
6381,HX87528,California,3509,College,M,51800,92,0,Personal Auto,299,Four-Door Car
6382,FJ57446,Oregon,8434,College,F,27694,108,0,Personal Auto,741,SUV
6383,GU91528,Oregon,4254,High School or Below,F,11904,61,2,Personal Auto,292,Two-Door Car
6384,LR92373,Nevada,2839,Bachelor,F,53444,72,1,Personal Auto,315,Four-Door Car
6385,LC90366,Nevada,16473,Bachelor,M,22828,106,0,Personal Auto,508,SUV
6386,UI36597,Oregon,31706,Bachelor,M,50719,131,0,Personal Auto,870,SUV
6387,MD33155,California,2580,College,M,46900,66,0,Corporate Auto,316,Four-Door Car
6388,MB20764,Oregon,17622,High School or Below,M,0,252,0,Corporate Auto,1814,Luxury SUV
6389,JA76884,California,14435,Master,M,60880,119,0,Personal Auto,109,Two-Door Car
6390,BQ32117,California,12731,Doctor,M,40870,105,0,Personal Auto,504,SUV
6391,ZM45168,Oregon,2398,College,M,14321,65,0,Personal Auto,423,Four-Door Car
6392,BE25221,Arizona,6182,High School or Below,M,20072,82,0,Corporate Auto,473,Four-Door Car
6393,II92123,Oregon,9431,High School or Below,M,77365,79,0,Personal Auto,2,Two-Door Car
6394,PN35535,California,4651,College,F,98475,115,0,Personal Auto,552,SUV
6395,EI17022,Washington,12168,Bachelor,M,14973,115,0,Corporate Auto,828,SUV
6396,OH41318,Washington,26122,Master,M,83385,131,2,Personal Auto,704,SUV
6397,ER52041,California,3237,College,M,0,90,0,Personal Auto,659,Four-Door Car
6398,PY57181,Oregon,9416,College,M,0,86,1,Personal Auto,412,Four-Door Car
6399,CY12922,Arizona,2506,College,M,0,73,0,Personal Auto,525,Four-Door Car
6400,YV85096,Oregon,5272,Bachelor,F,98110,65,0,Corporate Auto,176,Four-Door Car
6401,DG34434,California,5246,Bachelor,F,28909,66,0,Corporate Auto,456,Two-Door Car
6402,DL14445,California,10611,College,F,0,96,0,Personal Auto,949,Four-Door Car
6403,QL80621,Oregon,2249,Bachelor,F,0,62,0,Personal Auto,297,Four-Door Car
6404,NY57065,California,2816,Bachelor,M,42937,71,0,Corporate Auto,251,Two-Door Car
6405,EO17010,California,4751,Master,M,30887,119,0,Personal Auto,444,SUV
6406,LC47479,Oregon,28622,College,M,35442,239,0,Personal Auto,1147,Luxury Car
6407,GB92679,Nevada,8421,High School or Below,F,95139,103,0,Personal Auto,34,Four-Door Car
6408,VQ78876,Oregon,4660,Bachelor,F,89834,116,0,Corporate Auto,43,SUV
6409,YQ24856,California,6843,Bachelor,M,0,66,0,Corporate Auto,478,Two-Door Car
6410,XV11038,California,9223,College,F,18814,122,0,Personal Auto,585,Sports Car
6411,MG88768,California,4938,College,M,82733,62,0,Corporate Auto,72,Four-Door Car
6412,RN36393,California,15114,High School or Below,F,28513,100,1,Personal Auto,480,SUV
6413,BU59722,Washington,5037,High School or Below,M,0,68,1,Personal Auto,326,Four-Door Car
6414,JD86991,Oregon,5097,Bachelor,M,67233,63,0,Personal Auto,246,Two-Door Car
6415,QM60216,Oregon,8906,College,M,58718,226,0,Personal Auto,1084,Luxury Car
6416,NJ43658,California,22721,Master,M,21724,198,0,Corporate Auto,1505,Luxury SUV
6417,GL34504,California,9095,High School or Below,F,65103,115,4,Personal Auto,552,Four-Door Car
6418,YX51934,California,4898,High School or Below,F,55071,61,0,Personal Auto,231,Four-Door Car
6419,FO83170,California,2916,Doctor,M,85817,72,0,Personal Auto,154,Four-Door Car
